0	0	0	0	0	0	0	0	0	0
5.49954281996568E-005	7.58130583303849E-005	0	0	0	0	0	0	0	0
-4.84696961212158E-005	-0.0001071362	0	0	0	0	0	0	0	0
2.54932648789239E-005	0.0001454664	0	0	0	0	0	0	0	0
5.39564539282338E-005	0.0001204684	0	0	0	0	0	0	0	0
2.32172081555192E-005	0.0001706193	0	0	0	0	0	0	0	0
1.35872582759064E-005	0.0001567526	0	0	0	0	0	0	0	0
-0.000031042	0.0001210451	0	0	0	0	0	0	0	0
1.00857264233923E-005	-0.0001342135	0	0	0	0	0	0	0	0
4.63239302322472E-005	-0.0001481658	0	0	0	0	0	0	0	0
-4.24920515708115E-005	0.0001168254	0	0	0	0	0	0	0	0
7.1820106595858E-005	1.84192322307665E-005	0	0	0	0	0	0	0	0
-5.65076345155799E-005	-0.0001463484	0	0	0	0	0	0	0	0
7.2041567440164E-005	-7.82578244918977E-005	0	0	0	0	0	0	0	0
-7.48147348876036E-005	9.89801208728753E-005	0	0	0	0	0	0	0	0
-5.74938778440682E-005	0.0001317845	0	0	0	0	0	0	0	0
-4.46961691095253E-005	-0.0001330816	0	0	0	0	0	0	0	0
2.89114473120156E-005	0.0001499093	0	0	0	0	0	0	0	0
-4.21251329989277E-005	-0.0001085653	0	0	0	0	0	0	0	0
-3.43628422586024E-005	0.000163849	0	0	0	0	0	0	0	0
-8.9557737866865E-005	-1.04557633718906E-005	0	0	0	0	0	0	0	0
-8.61692020706164E-006	0.000170574	0	0	0	0	0	0	0	0
-1.91363245879793E-005	-0.0001357194	0	0	0	0	0	0	0	0
-2.49995884816985E-005	0.0001488897	0	0	0	0	0	0	0	0
8.09646159762228E-005	-3.11925388205369E-005	0	0	0	0	0	0	0	0
9.02245327729261E-006	-0.0001729481	0	0	0	0	0	0	0	0
3.99180627985865E-005	0.0001447317	0	0	0	0	0	0	0	0
-9.29222016693748E-005	-5.65898923206619E-005	0	0	0	0	0	0	0	0
-2.38718572503217E-005	0.0001760185	0	0	0	0	0	0	0	0
-3.84510310223928E-006	0.0001724441	0	0	0	0	0	0	0	0
-5.40447551047716E-005	-9.66632545879753E-005	0	0	0	0	0	0	0	0
-7.41770891963493E-005	-7.54941086713678E-005	0	0	0	0	0	0	0	0
0.000080547	-6.31757258752497E-005	0	0	0	0	0	0	0	0
-3.43447664633607E-005	0.0001447434	0	0	0	0	0	0	0	0
1.43531318856133E-005	-0.0001339028	0	0	0	0	0	0	0	0
-3.98748387038416E-005	-0.000149047	0	0	0	0	0	0	0	0
2.45589415250908E-005	-0.0001733325	0	0	0	0	0	0	0	0
-3.03700731409399E-005	0.0001349861	0	0	0	0	0	0	0	0
6.82113020579243E-005	0.0001233375	0	0	0	0	0	0	0	0
6.89537044520435E-005	5.5522814560367E-005	0	0	0	0	0	0	0	0
3.90968291567245E-005	0.0001224903	0	0	0	0	0	0	0	0
-3.10647955036215E-005	-0.0001184546	0	0	0	0	0	0	0	0
-7.4493599464303E-005	5.7924655048442E-005	0	0	0	0	0	0	0	0
-1.97303475723856E-005	0.0001777167	0	0	0	0	0	0	0	0
-0.000068035	2.22279361833433E-005	0	0	0	0	0	0	0	0
-0.000023707	0.0001571117	0	0	0	0	0	0	0	0
8.49527487108173E-005	-7.75127643422426E-005	0	0	0	0	0	0	0	0
-2.84518205620513E-005	0.0001501666	0	0	0	0	0	0	0	0
5.06724272625159E-005	-0.0001374491	0	0	0	0	0	0	0	0
6.78828458354204E-005	0.0001057011	0	0	0	0	0	0	0	0
-0.000069278	-6.67667559977641E-006	0	0	0	0	0	0	0	0
6.56465188340296E-005	0.0001028655	0	0	0	0	0	0	0	0
7.18641164550316E-005	4.01802419066242E-005	0	0	0	0	0	0	0	0
6.964716886894E-005	-0.0001095455	0	0	0	0	0	0	0	0
-5.42955237508791E-005	0.0001105017	0	0	0	0	0	0	0	0
2.31898908732208E-005	0.0001706225	0	0	0	0	0	0	0	0
6.20168620913737E-005	0.0001347213	0	0	0	0	0	0	0	0
0.000068234	9.98334927884184E-005	0	0	0	0	0	0	0	0
-7.8843905587521E-005	-9.91729113545551E-006	0	0	0	0	0	0	0	0
0.000065317	-0.0001205494	0	0	0	0	0	0	0	0
7.20975333581482E-005	-2.34376272902768E-005	0	0	0	0	0	0	0	0
8.05235704656749E-007	-0.0001490293	0	0	0	0	0	0	0	0
7.31002139463522E-005	-0.0001185368	0	0	0	0	0	0	0	0
-5.32626154798537E-005	-8.68633645575908E-005	0	0	0	0	0	0	0	0
-2.41106756298551E-005	0.0001480064	0	0	0	0	0	0	0	0
7.44268378962856E-005	-7.59763484890575E-006	0	0	0	0	0	0	0	0
